aflrun_seed_10/default/pacfix.log:[valuation] [dry-run] [val default/memory/neg/id:000001] [file /home/yuntong/vulnfix/data/libtiff/cve_2016_5321/aflrun_seed_10/default/queue/id:000000,time:0,execs:0,orig:exploit] [time 147]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000107] [file memory/input/pos_000107_src:000000,time:208218,execs:21024,op:havoc,rep:2] [time 208218]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000050] [file memory/input/neg_000050_src:000000,time:208278,execs:21025,op:havoc,rep:4] [time 208278]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000108] [file memory/input/pos_000108_src:000000,time:211089,execs:21300,op:havoc,rep:2] [time 211089]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000109] [file memory/input/pos_000109_src:000000,time:211664,execs:21347,op:havoc,rep:4] [time 211664]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000051] [file memory/input/neg_000051_src:000000,time:212346,execs:21441,op:havoc,rep:2] [time 212346]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000052] [file memory/input/neg_000052_src:000000,time:212426,execs:21449,op:havoc,rep:2] [time 212426]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000053] [file memory/input/neg_000053_src:000000,time:212887,execs:21491,op:havoc,rep:2] [time 212887]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000054] [file memory/input/neg_000054_src:000000,time:213106,execs:21531,op:havoc,rep:2] [time 213106]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000110] [file memory/input/pos_000110_src:000000,time:215094,execs:21736,op:havoc,rep:2] [time 215094]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000111] [file memory/input/pos_000111_src:000000,time:216926,execs:21931,op:havoc,rep:2] [time 216926]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000055] [file memory/input/neg_000055_src:000000,time:217202,execs:21953,op:havoc,rep:2] [time 217209]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000112] [file memory/input/pos_000112_src:000000,time:217394,execs:21967,op:havoc,rep:2] [time 217394]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000056] [file memory/input/neg_000056_src:000000,time:217612,execs:21993,op:havoc,rep:2] [time 217612]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000113] [file memory/input/pos_000113_src:000000,time:217664,execs:21995,op:havoc,rep:4] [time 217664]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000114] [file memory/input/pos_000114_src:000000,time:218406,execs:22102,op:havoc,rep:4] [time 218407]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000115] [file memory/input/pos_000115_src:000000,time:218505,execs:22107,op:havoc,rep:2] [time 218505]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000116] [file memory/input/pos_000116_src:000000,time:219237,execs:22169,op:havoc,rep:4] [time 219237]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000057] [file memory/input/neg_000057_src:000000,time:219639,execs:22234,op:havoc,rep:2] [time 219639]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000058] [file memory/input/neg_000058_src:000000,time:219825,execs:22260,op:havoc,rep:4] [time 219828]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000059] [file memory/input/neg_000059_src:000000,time:220888,execs:22326,op:havoc,rep:8] [time 220888]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000117] [file memory/input/pos_000117_src:000000,time:222631,execs:22515,op:havoc,rep:2] [time 222631]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000060] [file memory/input/neg_000060_src:000000,time:226036,execs:22795,op:havoc,rep:2] [time 226036]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000061] [file memory/input/neg_000061_src:000000,time:226677,execs:22878,op:havoc,rep:2] [time 226677]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000118] [file memory/input/pos_000118_src:000000,time:227052,execs:22959,op:havoc,rep:4] [time 227052]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000119] [file memory/input/pos_000119_src:000000,time:227315,execs:22985,op:havoc,rep:2] [time 227315]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000120] [file memory/input/pos_000120_src:000000,time:227982,execs:23050,op:havoc,rep:2] [time 227982]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000121] [file memory/input/pos_000121_src:000000,time:228508,execs:23092,op:havoc,rep:2] [time 228508]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000122] [file memory/input/pos_000122_src:000000,time:228782,execs:23123,op:havoc,rep:4] [time 228782]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000062] [file memory/input/neg_000062_src:000000,time:229247,execs:23159,op:havoc,rep:2] [time 229253]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000123] [file memory/input/pos_000123_src:000000,time:231049,execs:23318,op:havoc,rep:4] [time 231049]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000124] [file memory/input/pos_000124_src:000000,time:232478,execs:23480,op:havoc,rep:2] [time 232478]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000125] [file memory/input/pos_000125_src:000000,time:234296,execs:23675,op:havoc,rep:4] [time 234296]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000063] [file memory/input/neg_000063_src:000000,time:235042,execs:23740,op:havoc,rep:8] [time 235042]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000126] [file memory/input/pos_000126_src:000000,time:236769,execs:23888,op:havoc,rep:2] [time 236770]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000064] [file memory/input/neg_000064_src:000000,time:237564,execs:23949,op:havoc,rep:2] [time 237564]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000127] [file memory/input/pos_000127_src:000000,time:238916,execs:24116,op:havoc,rep:2] [time 238916]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000065] [file memory/input/neg_000065_src:000000,time:240293,execs:24247,op:havoc,rep:4] [time 240293]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000128] [file memory/input/pos_000128_src:000000,time:242582,execs:24487,op:havoc,rep:2] [time 242582]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000066] [file memory/input/neg_000066_src:000000,time:251666,execs:25270,op:havoc,rep:8] [time 251666]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000129] [file memory/input/pos_000129_src:000000,time:252637,execs:25378,op:havoc,rep:2] [time 252643]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000130] [file memory/input/pos_000130_src:000000,time:253677,execs:25487,op:havoc,rep:2] [time 253677]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000131] [file memory/input/pos_000131_src:000000,time:254640,execs:25591,op:havoc,rep:2] [time 254640]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000132] [file memory/input/pos_000132_src:000000,time:254943,execs:25620,op:havoc,rep:2] [time 254943]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000133] [file memory/input/pos_000133_src:000000,time:255995,execs:25742,op:havoc,rep:4] [time 255995]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000134] [file memory/input/pos_000134_src:000000,time:259969,execs:26141,op:havoc,rep:2] [time 259969]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000135] [file memory/input/pos_000135_src:000000,time:261724,execs:26345,op:havoc,rep:2] [time 261724]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000136] [file memory/input/pos_000136_src:000000,time:263665,execs:26495,op:havoc,rep:2] [time 263665]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000137] [file memory/input/pos_000137_src:000000,time:263786,execs:26505,op:havoc,rep:8] [time 263786]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000138] [file memory/input/pos_000138_src:000000,time:263882,execs:26520,op:havoc,rep:2] [time 263882]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000067] [file memory/input/neg_000067_src:000000,time:268463,execs:26936,op:havoc,rep:4] [time 268463]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000139] [file memory/input/pos_000139_src:000000,time:268895,execs:26943,op:havoc,rep:4] [time 268895]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000140] [file memory/input/pos_000140_src:000000,time:269767,execs:27017,op:havoc,rep:4] [time 269767]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000141] [file memory/input/pos_000141_src:000000,time:270502,execs:27076,op:havoc,rep:16] [time 270502]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000068] [file memory/input/neg_000068_src:000000,time:270571,execs:27085,op:havoc,rep:2] [time 270571]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000069] [file memory/input/neg_000069_src:000000,time:272652,execs:27278,op:havoc,rep:2] [time 272652]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000142] [file memory/input/pos_000142_src:000000,time:273783,execs:27358,op:havoc,rep:2] [time 273783]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000143] [file memory/input/pos_000143_src:000000,time:273901,execs:27372,op:havoc,rep:8] [time 273901]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000144] [file memory/input/pos_000144_src:000000,time:274213,execs:27399,op:havoc,rep:4] [time 274213]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000145] [file memory/input/pos_000145_src:000000,time:281421,execs:28156,op:havoc,rep:4] [time 281421]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000070] [file memory/input/neg_000070_src:000000,time:281486,execs:28161,op:havoc,rep:2] [time 281486]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000146] [file memory/input/pos_000146_src:000000,time:282454,execs:28233,op:havoc,rep:4] [time 282454]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000147] [file memory/input/pos_000147_src:000000,time:288354,execs:28543,op:havoc,rep:8] [time 288354]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000148] [file memory/input/pos_000148_src:000000,time:289124,execs:28603,op:havoc,rep:2] [time 289124]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000149] [file memory/input/pos_000149_src:000000,time:290425,execs:28746,op:havoc,rep:2] [time 290425]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000150] [file memory/input/pos_000150_src:000000,time:291739,execs:28872,op:havoc,rep:8] [time 291739]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000151] [file memory/input/pos_000151_src:000000,time:292345,execs:28970,op:havoc,rep:2] [time 292345]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000071] [file memory/input/neg_000071_src:000000,time:296906,execs:29383,op:havoc,rep:4] [time 296906]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000152] [file memory/input/pos_000152_src:000000,time:298177,execs:29508,op:havoc,rep:4] [time 298177]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000072] [file memory/input/neg_000072_src:000000,time:299376,execs:29588,op:havoc,rep:2] [time 299376]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000073] [file memory/input/neg_000073_src:000000,time:300096,execs:29656,op:havoc,rep:2] [time 300096]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000074] [file memory/input/neg_000074_src:000000,time:300871,execs:29744,op:havoc,rep:2] [time 300872]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000153] [file memory/input/pos_000153_src:000000,time:301702,execs:29776,op:havoc,rep:8] [time 301702]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000075] [file memory/input/neg_000075_src:000000,time:303902,execs:29936,op:havoc,rep:2] [time 303903]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000076] [file memory/input/neg_000076_src:000000,time:305485,execs:30083,op:havoc,rep:2] [time 305485]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000154] [file memory/input/pos_000154_src:000000,time:305539,execs:30092,op:havoc,rep:2] [time 305539]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000155] [file memory/input/pos_000155_src:000000,time:305881,execs:30131,op:havoc,rep:2] [time 305881]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000077] [file memory/input/neg_000077_src:000000,time:307173,execs:30262,op:havoc,rep:2] [time 307173]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000156] [file memory/input/pos_000156_src:000000,time:307852,execs:30318,op:havoc,rep:8] [time 307852]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000157] [file memory/input/pos_000157_src:000000,time:310954,execs:30597,op:havoc,rep:4] [time 310954]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000158] [file memory/input/pos_000158_src:000000,time:311008,execs:30603,op:havoc,rep:4] [time 311008]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000159] [file memory/input/pos_000159_src:000000,time:312909,execs:30771,op:havoc,rep:2] [time 312909]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000078] [file memory/input/neg_000078_src:000000,time:317668,execs:31214,op:havoc,rep:8] [time 317670]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000160] [file memory/input/pos_000160_src:000000,time:318770,execs:31287,op:havoc,rep:2] [time 318770]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000161] [file memory/input/pos_000161_src:000000,time:321404,execs:31566,op:havoc,rep:2] [time 321404]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000079] [file memory/input/neg_000079_src:000000,time:322133,execs:31614,op:havoc,rep:4] [time 322133]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000080] [file memory/input/neg_000080_src:000000,time:323651,execs:31835,op:havoc,rep:2] [time 323651]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000162] [file memory/input/pos_000162_src:000000,time:323889,execs:31872,op:havoc,rep:2] [time 323889]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000163] [file memory/input/pos_000163_src:000000,time:327796,execs:32233,op:havoc,rep:2] [time 327796]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000164] [file memory/input/pos_000164_src:000000,time:329878,execs:32400,op:havoc,rep:2] [time 329878]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000165] [file memory/input/pos_000165_src:000000,time:329936,execs:32407,op:havoc,rep:2] [time 329936]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000081] [file memory/input/neg_000081_src:000000,time:330277,execs:32435,op:havoc,rep:4] [time 330277]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000082] [file memory/input/neg_000082_src:000000,time:332969,execs:32578,op:havoc,rep:2] [time 332969]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000166] [file memory/input/pos_000166_src:000000,time:333874,execs:32671,op:havoc,rep:4] [time 333885]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000167] [file memory/input/pos_000167_src:000000,time:334382,execs:32712,op:havoc,rep:8] [time 334382]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000168] [file memory/input/pos_000168_src:000000,time:335473,execs:32848,op:havoc,rep:2] [time 335473]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000169] [file memory/input/pos_000169_src:000000,time:338829,execs:33164,op:havoc,rep:2] [time 338829]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/neg/id:000083] [file memory/input/neg_000083_src:000000,time:340881,execs:33330,op:havoc,rep:2] [time 340881]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000170] [file memory/input/pos_000170_src:000000,time:341429,execs:33379,op:havoc,rep:2] [time 341429]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000171] [file memory/input/pos_000171_src:000000,time:343309,execs:33551,op:havoc,rep:8] [time 343309]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000172] [file memory/input/pos_000172_src:000000,time:343627,execs:33576,op:havoc,rep:4] [time 343627]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000173] [file memory/input/pos_000173_src:000072,time:424622,execs:69390,op:havoc,rep:2] [time 424622]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000174] [file memory/input/pos_000174_src:000072,time:424662,execs:69393,op:havoc,rep:4] [time 424662]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000175] [file memory/input/pos_000175_src:000072,time:425044,execs:69425,op:havoc,rep:2] [time 425044]
aflrun_seed_10/default/pacfix.log:[valuation] [uniq] [val memory/pos/id:000176] [file memory/input/pos_000176_src:000072,time:425266,execs:69445,op:havoc,rep:4] [time 425266]
